ORG_CODE,SIMPLE_ALL_STAFF_FTE,YEAR
RPA,7970.66339,2012
RPC,1870.93362,2012
RPG,7268.51333,2012
RPY,8317.77052,2012
RQ3,6888.01864,2012
RQ6,12710.29308,2012
RQ8,8301.21828,2012
RQM,6894.64296,2012
RQQ,3474.88531,2012
RQW,6297.23408,2012
RQX,7631.52229,2012
RQY,5050.00847,2012
RR1,22424.66636,2012
RR7,7386.56561,2012
RR8,32238.30397,2012
RRD,4527.99919,2012
RRE,7639.86588,2012
RRF,9597.7844,2012
RRJ,1867.26407,2012
RRK,16722.11955,2012
RRP,6142.20658,2012
RRU,10382.75681,2012
RRV,16383.30593,2012
RT1,5461.24642,2012
RT2,11233.80804,2012
RT3,6844.58368,2012
RT5,12634.8801,2012
RTD,27807.15326,2012
RTE,14931.11217,2012
RTF,17633.49801,2012
RTG,15701.06084,2012
RTH,20632.90047,2012
RTK,6946.60491,2012
RTP,7223.40173,2012
RTQ,4458.71532,2012
RTR,18617.64847,2012
RTV,7772.16837,2012
RTX,9983.54489,2012
RV3,11631.93705,2012
RV5,10851.27748,2012
RV9,6314.63756,2012
RVJ,18658.52731,2012
RVN,8048.53076,2012
RVR,9117.93741,2012
RVV,16367.84842,2012
RVW,11666.79338,2012
RVY,7098.87318,2012
RW1,14937.28366,2012
RW3,26079.36533,2012
RW4,9127.17433,2012
RW5,15529.51475,2012
RW6,20641.94612,2012
RWA,16439.37134,2012
RWD,15011.44001,2012
RWE,23926.81664,2012
RWF,12291.9151,2012
RWG,8606.14012,2012
RWH,11303.2742,2012
RWJ,12308.40419,2012
RWK,8275.42038,2012
RWN,12879.17718,2012
RWP,11725.97485,2012
RWR,6395.02062,2012
RWV,5103.842,2012
RWW,8200.46474,2012
RWX,8992.34458,2012
RWY,12652.4275,2012
RX1,28069.2963,2012
RX2,9339.20592,2012
RX3,13856.36754,2012
RX4,14481.06426,2012
RX6,5542.52615,2012
RX7,11535.20198,2012
RX8,9602.83558,2012
RX9,6399.92145,2012
RXA,7534.79891,2012
RXC,15237.5436,2012
RXE,9354.37922,2012
RXF,17654.44549,2012
RXG,10774.83883,2012
RXH,14813.72873,2012
RXK,16462.34685,2012
RXL,13675.30039,2012
RXM,5212.26226,2012
RXN,14654.87038,2012
RXP,17027.97535,2012
RXQ,11843.21126,2012
RXR,15592.56575,2012
RXT,9214.67938,2012
RXV,6937.39653,2012
RXW,11070.47294,2012
RXX,6085.4491,2012
RXY,7231.37427,2012
RYA,8525.47058,2012
RYC,9365.04245,2012
RYD,6751.44,2012
RYE,5881.3499,2012
RYF,5446.46663,2012
RYG,9210.90446,2012
RYJ,20031.85995,2012
RYK,2458.62688,2012
RYR,13322.118,2012
T1150,371.04,2012
T1450,6689.96175,2012
T1460,14481.30102,2012
TAD,4233.89342,2012
TAE,4071.38097,2012
TAF,4341.76315,2012
TAH,6391.91728,2012
TAJ,4806.47805,2012
AHO,4337.4932,2013
RA2,7598.89847,2013
RA3,3636.59707,2013
RA4,4042.63758,2013
RA7,17010.79317,2013
RA9,9000.93434,2013
RAE,12157.68006,2013
RAJ,9922.32919,2013
RAL,11232.73996,2013
RAN,3111.79465,2013
RAP,5259.54068,2013
RAS,6294.26715,2013
RAT,12318.57651,2013
RAX,5770.4539,2013
RBA,8829.4577,2013
RBD,5196.47456,2013
RBK,9049.60147,2013
RBL,12424.25261,2013
RBN,9813.99755,2013
RBQ,3281.09939,2013
RBS,5869.77271,2013
RBT,7419.08185,2013
RBV,5866.56495,2013
RBZ,9060.86538,2013
RC1,5252.53169,2013
RC9,7850.84533,2013
RCB,17594.45517,2013
RCD,7207.26865,2013
RCF,5610.34025,2013
RCU,5857.28991,2013
RCX,6139.85956,2013
RD1,8519.34228,2013
RD3,7632.20958,2013
RD8,6287.87861,2013
RDD,10019.05079,2013
RDE,9135.29915,2013
RDR,9260.25664,2013
RDU,9270.08158,2013
RDY,11163.58327,2013
RDZ,8938.49662,2013
RE9,9682.46992,2013
REF,11841.65573,2013
REM,10062.71341,2013
REN,2172.41456,2013
REP,3075.01356,2013
RET,2636.15018,2013
RF4,12501.64664,2013
RFF,6272.81198,2013
RFR,8881.24076,2013
RFS,7652.7,2013
RGD,7475.45405,2013
RGM,3941.455,2013
RGN,8368.94775,2013
RGP,6137.99779,2013
RGQ,7720.95223,2013
RGR,6390.73473,2013
RGT,18355.73997,2013
RH5,7947.50608,2013
RH8,13620.36375,2013
RHA,20282.06871,2013
RHM,18565.99892,2013
RHQ,31706.20508,2013
RHU,13083.42966,2013
RHW,11142.67341,2013
RJ1,28360.39972,2013
RJ2,6713.19896,2013
RJ6,7739.76205,2013
RJ7,17640.62378,2013
RJ8,4043.09565,2013
RJC,8624.34752,2013
RJE,15707.81474,2013
RJF,6554.18298,2013
RJL,12492.72899,2013
RJN,7266.42134,2013
RJR,8032.50171,2013
RJX,4252.4982,2013
RJZ,17484.67993,2013
RK5,9353.86372,2013
RK9,13318.62937,2013
RKB,14613.3214,2013
RKE,9303.00965,2013
RKL,7908.19413,2013
RL1,2763.19869,2013
RL4,14820.26861,2013
RLN,10865.69558,2013
RLQ,5706.12075,2013
RLT,4340.27312,2013
RLU,3752.91937,2013
RLY,3339.97291,2013
RM1,14291.66993,2013
RM2,12488.25533,2013
RM3,14616.45529,2013
RMC,11404.13635,2013
RMP,5268.99794,2013
RMY,8946.34994,2013
RN3,10737.46069,2013
RN5,11628.99613,2013
RN7,5388.64846,2013
RNA,10063.19217,2013
RNK,1211.11386,2013
RNL,7999.1344,2013
RNN,7817.08269,2013
RNQ,7536.75349,2013
RNS,10074.12498,2013
RNU,12506.33903,2013
RNZ,7043.54667,2013
RP1,7514.63515,2013
RP4,8352.09561,2013
RP5,13333.5571,2013
RP6,3788.76011,2013
RP7,4648.61843,2013
RPA,8661.75148,2013
RPC,1952.26691,2013
RPG,7272.27329,2013
RPY,8602.54808,2013
RQ3,7265.05401,2013
RQ6,13029.64638,2013
RQ8,8511.33272,2013
RQM,7028.91893,2013
RQQ,3372.53959,2013
RQW,6271.19246,2013
RQX,8118.5337,2013
RQY,4880.56324,2013
RR1,22210.63529,2013
RR7,8162.89862,2013
RR8,32185.06355,2013
RRD,4563.82713,2013
RRE,7944.69343,2013
RRF,10257.59085,2013
RRJ,1972.82525,2013
RRK,18014.36815,2013
RRP,6124.12983,2013
RRU,10131.21324,2013
RRV,17346.15458,2013
RT1,5387.92398,2013
RT2,13373.29715,2013
RT3,7113.61709,2013
RT5,11954.31525,2013
RTD,28570.09786,2013
RTE,15447.77295,2013
RTF,18267.24376,2013
RTG,16198.65303,2013
RTH,21903.67321,2013
RTK,7211.50091,2013
RTP,7526.59408,2013
RTQ,4312.91104,2013
RTR,19229.95697,2013
RTV,7984.93156,2013
RTX,10365.89005,2013
RV3,14369.13324,2013
RV5,10600.54837,2013
RV9,6160.77784,2013
RVJ,18634.10367,2013
RVN,8681.22186,2013
RVR,9314.19149,2013
RVV,16244.54091,2013
RVW,11761.02662,2013
RVY,7434.33008,2013
RW1,17723.46532,2013
RW3,27833.13971,2013
RW4,9225.3108,2013
RW5,15378.91154,2013
RW6,20364.80509,2013
RWA,16157.75024,2013
RWD,15284.57272,2013
RWE,23722.90786,2013
RWF,12448.24063,2013
RWG,8828.49931,2013
RWH,11673.9437,2013
RWJ,12559.51026,2013
RWK,8577.89855,2013
RWN,13480.61949,2013
RWP,12052.97488,2013
RWR,5917.94815,2013
RWV,5019.19694,2013
RWW,8495.46105,2013
RWX,9135.65681,2013
RWY,12711.81121,2013
RX1,28896.08182,2013
RX2,9288.08576,2013
RX3,14095.31851,2013
RX4,14313.00527,2013
RX6,5788.39634,2013
RX7,10937.35223,2013
RX8,10519.0781,2013
RX9,6656.60675,2013
RXA,7465.61086,2013
RXC,15026.20464,2013
RXE,8606.02232,2013
RXF,17019.29759,2013
RXG,10978.20785,2013
RXH,14862.3614,2013
RXK,16323.35808,2013
RXL,14203.54558,2013
RXM,5367.76083,2013
RXN,15220.03771,2013
RXP,17349.58002,2013
RXQ,11657.54883,2013
RXR,16667.95499,2013
RXT,9714.28713,2013
RXV,6950.60231,2013
RXW,11510.20676,2013
RXX,6247.36137,2013
RXY,7064.0402,2013
RYA,8769.46883,2013
RYC,9657.71832,2013
RYD,7736.30038,2013
RYE,6586.62667,2013
RYF,9463.9092,2013
RYG,9201.03823,2013
RYJ,20076.89929,2013
RYK,2428.37809,2013
RYR,13688.41321,2013
T1150,599.7,2013
T1450,8520.10917,2013
T1460,14416.6328,2013
TAD,6313.85697,2013
TAE,4213.97039,2013
TAF,4542.06165,2013
TAH,6325.66341,2013
TAJ,4541.68051,2013
AHO,4167.18548,2014
RA2,7528.72732,2014
RA3,3624.63602,2014
RA4,4177.60155,2014
RA7,17747.74493,2014
RA9,9158.09252,2014
RAE,12291.23497,2014
RAJ,10358.26078,2014
RAL,20346.5447,2014
RAN,3222.1856,2014
RAP,6413.73356,2014
RAS,6451.30468,2014
RAT,12740.86838,2014
RAX,5874.72097,2014
RBA,8877.96265,2014
RBD,5381.78935,2014
RBK,9390.87623,2014
RBL,12240.29537,2014
RBN,10035.24902,2014
RBQ,3271.85139,2014
RBS,6137.05177,2014
RBT,7577.6062,2014
RBV,5983.36045,2014
RBZ,9269.40652,2014
RC1,5481.73061,2014
RC9,8112.21238,2014
RCB,17974.11484,2014
RCD,7507.33673,2014
RCF,5723.06748,2014
RCU,6206.79733,2014
RCX,6262.84204,2014
RD1,9885.51161,2014
RD3,7661.46862,2014
RD8,6494.55243,2014
RDD,10396.6517,2014
RDE,8960.75454,2014
RDR,9239.89145,2014
RDU,9580.07518,2014
RDY,11551.60061,2014
RDZ,9352.21114,2014
RE9,9561.98901,2014
REF,12140.5576,2014
REM,10585.35193,2014
REN,2274.24103,2014
REP,3315.69745,2014
RET,2875.27735,2014
RF4,12767.2128,2014
RFF,6599.9205,2014
RFR,9218.52835,2014
RFS,7916.6,2014
RGD,7368.65096,2014
RGM,4117.52819,2014
RGN,8740.35424,2014
RGP,6269.4073,2014
RGQ,7572.79857,2014
RGR,6355.89938,2014
RGT,20088.17661,2014
RH5,8117.86823,2014
RH8,14013.94419,2014
RHA,20578.26645,2014
RHM,19982.20514,2014
RHQ,33089.42322,2014
RHU,14004.53919,2014
RHW,11353.95127,2014
RJ1,29648.49298,2014
RJ2,12863.53501,2014
RJ6,7803.1909,2014
RJ7,18538.54117,2014
RJ8,3920.7957,2014
RJC,8703.534,2014
RJE,16788.20788,2014
RJF,6759.8734,2014
RJL,13063.4341,2014
RJN,7170.67155,2014
RJR,8432.1723,2014
RJX,3855.9499,2014
RJZ,24826.9684,2014
RK5,9750.53814,2014
RK9,13549.83629,2014
RKB,15087.33117,2014
RKE,9541.15384,2014
RKL,7466.08688,2014
RL1,2819.89762,2014
RL4,15529.95568,2014
RLN,11520.22363,2014
RLQ,6017.73349,2014
RLT,4633.68915,2014
RLU,3982.57931,2014
RLY,3209.22648,2014
RM1,14438.26568,2014
RM2,12876.46511,2014
RM3,15565.73067,2014
RMC,11450.09544,2014
RMP,5580.08437,2014
RMY,8727.00583,2014
RN3,10627.38484,2014
RN5,12177.22737,2014
RN7,6281.56229,2014
RNA,10288.41154,2014
RNK,1257.09438,2014
RNL,8263.32127,2014
RNN,8424.56981,2014
RNQ,7708.7697,2014
RNS,10188.50753,2014
RNU,12267.21016,2014
RNZ,6969.5225,2014
RP1,7719.98325,2014
RP4,8722.69041,2014
RP5,13793.10633,2014
RP6,4126.65,2014
RP7,5076.91894,2014
RPA,8873.09876,2014
RPC,1995.87082,2014
RPG,8021.58925,2014
RPY,8954.99301,2014
RQ3,7926.45332,2014
RQ6,13493.31762,2014
RQ8,8962.21393,2014
RQM,6992.68883,2014
RQQ,3635.11648,2014
RQW,6562.90002,2014
RQX,8213.00852,2014
RQY,4741.63979,2014
RR1,22514.30914,2014
RR7,8036.797,2014
RR8,33130.81406,2014
RRD,4362.59368,2014
RRE,7821.16769,2014
RRF,10626.03168,2014
RRJ,2108.78564,2014
RRK,18806.26969,2014
RRP,6556.55105,2014
RRU,10226.46086,2014
RRV,18121.47076,2014
RT1,5297.89423,2014
RT2,13427.86209,2014
RT3,7373.15486,2014
RT5,12311.47467,2014
RTD,28762.60118,2014
RTE,15351.61257,2014
RTF,18614.63851,2014
RTG,16771.15007,2014
RTH,23608.35011,2014
RTK,7787.45525,2014
RTP,7662.52757,2014
RTQ,4352.58689,2014
RTR,19338.60937,2014
RTV,7937.57451,2014
RTX,10871.43138,2014
RV3,14687.4325,2014
RV5,10307.96411,2014
RV9,6245.6849,2014
RVJ,18399.54334,2014
RVN,8507.89071,2014
RVR,9354.05524,2014
RVV,16528.96483,2014
RVW,11734.64025,2014
RVY,7803.47875,2014
RW1,18048.54397,2014
RW3,28523.87686,2014
RW4,9013.35586,2014
RW5,15482.59409,2014
RW6,20307.71297,2014
RWA,16542.41724,2014
RWD,15704.11305,2014
RWE,25409.39009,2014
RWF,12325.00216,2014
RWG,9017.60445,2014
RWH,10760.17391,2014
RWJ,12578.12356,2014
RWK,8851.80758,2014
RWN,13429.25463,2014
RWP,12250.19891,2014
RWR,6163.20259,2014
RWV,4950.36017,2014
RWW,8519.10991,2014
RWX,9255.01326,2014
RWY,13123.90065,2014
RX1,26489.27353,2014
RX2,9711.97605,2014
RX3,13941.95097,2014
RX4,14440.71976,2014
RX6,5667.46672,2014
RX7,11302.46364,2014
RX8,10812.98283,2014
RX9,6929.13983,2014
RXA,7800.92506,2014
RXC,14518.36053,2014
RXE,8376.04568,2014
RXF,17113.21492,2014
RXG,11040.38186,2014
RXH,15005.4075,2014
RXK,16127.80571,2014
RXL,14474.40671,2014
RXM,5340.58047,2014
RXN,16328.19069,2014
RXP,17553.13727,2014
RXQ,12089.83925,2014
RXR,17431.7618,2014
RXT,9944.6494,2014
RXV,6964.85008,2014
RXW,11764.31025,2014
RXX,5992.40647,2014
RXY,7549.72705,2014
RYA,9827.14768,2014
RYC,9800.39288,2014
RYD,8198.54368,2014
RYE,6506.49904,2014
RYF,9389.62482,2014
RYG,9089.4535,2014
RYJ,20997.69923,2014
RYK,2327.09918,2014
RYR,14093.55886,2014
T1150,613.14,2014
T1450,8083.38456,2014
T1460,13845.35176,2014
TAD,6166.23106,2014
TAE,4198.23087,2014
TAF,4688.01643,2014
TAH,6395.36673,2014
TAJ,4601.30297,2014
AHO,3156.15715,2015
RA2,7908.00699,2015
RA3,3624.74721,2015
RA4,4623.88069,2015
RA7,18540.41586,2015
RA9,13519.28391,2015
RAE,12227.63085,2015
RAJ,9149.85784,2015
RAL,19961.82323,2015
RAN,3217.54607,2015
RAP,6382.60065,2015
RAS,7152.03549,2015
RAT,12173.32373,2015
RAX,5988.6451,2015
RBA,9321.21051,2015
RBD,5571.03646,2015
RBK,9713.26988,2015
RBL,12347.12282,2015
RBN,11004.6479,2015
RBQ,3424.36861,2015
RBS,6648.36327,2015
RBT,7782.94542,2015
RBV,6157.5483,2015
RBZ,9545.12887,2015
RC1,5824.49189,2015
RC9,8601.57498,2015
RCB,18487.32099,2015
RCD,7427.79097,2015
RCF,5767.70833,2015
RCU,6368.23716,2015
RCX,6670.4006,2015
RD1,10545.4348,2015
RD3,8112.14572,2015
RD8,6799.25279,2015
RDD,9641.60666,2015
RDE,9337.14531,2015
RDR,9644.22993,2015
RDU,18530.80853,2015
RDY,12040.31089,2015
RDZ,9731.09141,2015
RE9,9293.27184,2015
REF,10764.56592,2015
REM,10861.48919,2015
REN,2342.22015,2015
REP,3526.14737,2015
RET,3062.70144,2015
RF4,13416.65954,2015
RFF,6677.05937,2015
RFR,9377.55602,2015
RFS,8081.13,2015
RGD,7357.11812,2015
RGM,4116.04831,2015
RGN,8877.14763,2015
RGP,6242.88529,2015
RGQ,8035.42662,2015
RGR,6756.88516,2015
RGT,21137.59547,2015
RH5,8219.32322,2015
RH8,14737.63414,2015
RHA,20548.8084,2015
RHM,20626.97163,2015
RHQ,34219.8044,2015
RHU,15125.85042,2015
RHW,11325.63612,2015
RJ1,31063.70427,2015
RJ2,13480.91485,2015
RJ6,8019.22665,2015
RJ7,19004.86964,2015
RJ8,3989.52624,2015
RJC,8924.68794,2015
RJE,22256.60163,2015
RJF,6832.59082,2015
RJL,13067.44027,2015
RJN,7486.71481,2015
RJR,8649.91885,2015
RJX,2776.30658,2015
RJZ,25102.32291,2015
RK5,9850.43983,2015
RK9,13983.20012,2015
RKB,15906.14399,2015
RKE,9483.59641,2015
RKL,7754.15074,2015
RL1,2918.98822,2015
RL4,17456.75052,2015
RLN,11498.0776,2015
RLQ,6369.51365,2015
RLT,4741.60522,2015
RLU,4175.30491,2015
RLY,3271.8098,2015
RM1,14917.90604,2015
RM2,12894.92151,2015
RM3,15411.68522,2015
RMC,11704.9711,2015
RMP,5857.63393,2015
RMY,8821.66369,2015
RN3,11103.80766,2015
RN5,12598.42861,2015
RN7,6628.84052,2015
RNA,9952.35149,2015
RNK,1385.39296,2015
RNL,8512.14779,2015
RNN,8617.6314,2015
RNQ,7820.21909,2015
RNS,10370.42122,2015
RNU,12266.0903,2015
RNZ,7108.59524,2015
RP1,7652.69734,2015
RP4,8866.54423,2015
RP5,14333.59866,2015
RP6,4437.04,2015
RP7,4594.79621,2015
RPA,9035.17846,2015
RPC,2084.56475,2015
RPG,8429.55008,2015
RPY,9555.82213,2015
RQ3,8292.98176,2015
RQ6,14657.70155,2015
RQ8,9319.89915,2015
RQM,11388.05747,2015
RQQ,3802.31299,2015
RQW,6824.60624,2015
RQX,8730.47807,2015
RQY,4609.85917,2015
RR1,22562.49516,2015
RR7,8205.12582,2015
RR8,35251.25214,2015
RRD,4124.08994,2015
RRE,7602.19473,2015
RRF,10943.32991,2015
RRJ,2164.12314,2015
RRK,19356.9054,2015
RRP,6678.03418,2015
RRU,11145.28338,2015
RRV,17625.76906,2015
RT1,8444.64312,2015
RT2,13185.98081,2015
RT3,7609.6183,2015
RT5,12405.7503,2015
RTD,29610.9405,2015
RTE,15941.40897,2015
RTF,19324.64834,2015
RTG,17650.90583,2015
RTH,24959.69185,2015
RTK,7879.66156,2015
RTP,7980.23912,2015
RTQ,4426.42402,2015
RTR,19044.96845,2015
RTV,7546.10145,2015
RTX,11642.44013,2015
RV3,14191.77697,2015
RV5,10556.01906,2015
RV9,6262.83248,2015
RVJ,19500.14791,2015
RVN,8407.84295,2015
RVR,9792.05837,2015
RVV,17279.56123,2015
RVW,11885.67733,2015
RVY,7412.23227,2015
RW1,15859.82713,2015
RW3,29115.55338,2015
RW4,9449.56588,2015
RW5,15915.86755,2015
RW6,20492.05653,2015
RWA,17064.93674,2015
RWD,15672.27936,2015
RWE,26268.60416,2015
RWF,12445.03483,2015
RWG,9221.7711,2015
RWH,11005.5124,2015
RWJ,12844.2792,2015
RWK,11658.50248,2015
RWN,11029.46711,2015
RWP,12504.78103,2015
RWR,6397.20644,2015
RWV,5266.39944,2015
RWW,8763.79583,2015
RWX,9531.52256,2015
RWY,12495.4959,2015
RX1,27776.85482,2015
RX2,9649.72672,2015
RX3,13689.89585,2015
RX4,14630.6409,2015
RX6,6192.28597,2015
RX7,11926.39445,2015
RX8,10744.8837,2015
RX9,7176.99625,2015
RXA,7871.98316,2015
RXC,14314.84472,2015
RXE,8476.71091,2015
RXF,16902.85401,2015
RXG,10654.71792,2015
RXH,17196.13637,2015
RXK,15219.30039,2015
RXL,15067.0463,2015
RXM,5384.68607,2015
RXN,16993.44138,2015
RXP,17209.4369,2015
RXQ,12298.07687,2015
RXR,17685.99634,2015
RXT,9822.76164,2015
RXV,7291.26003,2015
RXW,12198.67057,2015
RXX,5759.00983,2015
RXY,7676.23672,2015
RYA,10793.65948,2015
RYC,10216.58287,2015
RYD,8015.09088,2015
RYE,7115.74816,2015
RYF,10000.94835,2015
RYG,9074.12919,2015
RYJ,22239.50064,2015
RYK,2270.62504,2015
RYR,14010.98873,2015
T1150,636.84,2015
T1450,8308.34442,2015
T1460,13519.47305,2015
TAD,6528.48339,2015
TAE,4193.84172,2015
TAF,4851.08721,2015
TAH,6385.97533,2015
TAJ,4617.44727,2015