ORG_CODE,YEAR,FINANCIAL_POSITION,OP_INCOME,OP_COST
RW3,2016,59234,1072828,-1138068
RW4,2016,5914,248065,-268812
RW5,2016,317,343934,-339037
RW6,2016,-2412,643739,-637567
RWA,2016,2616,561128,-548861
RWD,2016,-56891,437324,-489001
RWE,2016,-27152,924269,-966303
RWF,2016,-10918,430502,-466121
RWG,2016,-29431,322643,-359022
RWH,2016,-29533,411870,-443071
RWJ,2016,-2049.5,303102.5,-305705.4
RWK,2016,4649.5849,359448.5849,-346434
RWN,2016,5781.1363,245412.7863,-236469.65
RWP,2016,-28748,403348,-416533
RWR,2016,10858,224797,-211287
RWV,2016,4664,148534,-142087
RWW,2016,-5253,233322,-237930
RWX,2016,1661.5953,244592.6972,-238001.1019
RWY,2016,-14994.07,375251.12,-374837.66
RX1,2016,-20108,934771,-944310
RX2,2016,-1181.1807,252335.125,-249102.4231
RX3,2016,22406,345888,-318092
RX4,2016,9272.5297,316542.288,-327369.3809
RX6,2016,1616,121781,-119562
RX7,2016,6965,316422,-307927
RX8,2016,2719,255424,-250601
RX9,2016,-4493,173109,-177580
RXA,2016,-112.4332,162536.575,-166820.0082
RXC,2016,-43792,379307,-416746
RXE,2016,3301,164019,-158252
RXF,2016,-7873,504454,-513282
RXG,2016,3287,229907,-227203
RXH,2016,-68501,550369,-627459
RXK,2016,-11933,460197,-459951
RXL,2016,3343,410735,-411450
RXM,2016,3467,135934,-129411
RXN,2016,-14708,464867,-471794
RXP,2016,11498,481735,-468869
RXQ,2016,-1759,391843,-376084
RXR,2016,3068,477519,-458389
RXT,2016,2602.9846,233758.0966,-257136.8966
RXV,2016,3182,201636,-189407
RXW,2016,-5631,350244,-351406
RXX,2016,8725.5525,164464.5525,-148681
RXY,2016,-3311,183103,-180549
RY1,2016,-1096,130776,-131794
RY2,2016,2089.6923,164137.9292,-161694.2368
RY3,2016,2695,133126,-127951
RY4,2016,2512,148281,-144200
RY5,2016,3940,109336,-105499
RY6,2016,3350,148654,-144597
RY7,2016,2070.8161,71315.863,-68074.9709
RY8,2016,5702,194590,-186656
RY9,2016,2962,70511,-66915
RYA,2016,2895,240944,-237328
RYC,2016,-9989,247134,-255627
RYD,2016,-7074,198326,-233273
RYE,2016,701,183718,-183884
RYF,2016,374,240486,-238900
RYG,2016,6072,207857,-196867
RYJ,2016,-15330,1096575,-1070788
RYK,2016,2199,66293,-79174
RYR,2016,8840.693,434626.5,-425328.807
RYV,2016,2098,116570,-112908
RYW,2016,4767,275044,-271835
RYX,2016,5380,212749,-206178
RYY,2016,4630,227684,-223108
TAD,2016,3065.913,136814,-133456.087
TAE,2016,-1312,78973,-79296
TAF,2016,67,139187,-135402
TAH,2016,1529,121170,-117422
TAJ,2016,-551.8724,101400,-110714.4709
R0A,2017,37717,830122.5,-790676
R1A,2017,7291,179527,-167727
R1C,2017,737,187219,-179726
R1D,2017,2758,77861,-74248
R1E,2017,-9995,210120,-214521
R1F,2017,-23250,171395,-190608
R1H,2017,-108782,1512726,-1550806
R1J,2017,5563,114599,-123164
R1K,2017,-39086,701443,-735137
R1L,2017,368,352257,-348387.65
RA2,2017,29701,371628,-336614
RA3,2017,-13470,102332,-115432
RA4,2017,-19481,144892,-163894
RA7,2017,19903,684141.9375,-654255
RA9,2017,10724,427207,-404981
RAE,2017,6365,401635.7813,-403924.3989
RAJ,2017,-8344,319689,-326075.0503
RAL,2017,-2141,1044201,-1097318
RAN,2017,-11807,143652.9063,-152197
RAP,2017,-28957,277778,-289049
RAS,2017,-7856,254230,-266158
RAT,2017,11039,370897,-387927
RAX,2017,-1143,263196,-261656
RBA,2017,-3477,308899,-308164
RBD,2017,899,180559,-176440
RBK,2017,-24081,243963,-260388
RBL,2017,-19280,332977.5938,-350245
RBN,2017,5001,383587,-357755
RBQ,2017,8407,144594,-131182.3162
RBS,2017,21966,264559,-248073
RBT,2017,6105,250127.4219,-231584
RBV,2017,74888,343358.0938,-269654.6067
RBZ,2017,6480,210199,-201420
RC1,2017,-6469,205028,-206813
RC9,2017,15058,334496.5,-315564.6316
RCB,2017,-24058,489240,-501680
RCD,2017,655,216761,-213093
RCF,2017,7537,168955,-166768
RCU,2017,3764,189931,-186640
RCX,2017,-20568,186405,-204909
RD1,2017,17506,327106,-316567
RD3,2017,1128,250166,-247102
RD8,2017,-15793,227635,-240236.821
RDD,2017,-26289,320892.8125,-341410.555
RDE,2017,-4671,344229,-345346
RDR,2017,2029,229632,-225765
RDU,2017,27858,673898,-636244
RDY,2017,5281,246622,-236549
RDZ,2017,-1444,295627,-292985.2428
RE9,2017,-10191,185425,-194088
REF,2017,-2591,405020,-408248
REM,2017,-4461,350988,-372870
REN,2017,6747,143665.3906,-133185.8209
REP,2017,-1327,115652,-115262
RET,2017,5527,128563,-120448.295
RF4,2017,-48977,569607,-576380
RFF,2017,-6208,207974,-214122
RFR,2017,-23024,242104,-264649.514
RFS,2017,4057,242524,-235532.174
RGD,2017,5380,156513,-148387.1839
RGM,2017,-8934,148819,-199858.2
RGN,2017,-38937,420411,-440885
RGP,2017,-8186,190241.2656,-196695.9875
RGQ,2017,-13432,321629,-329791
RGR,2017,493,252860,-250946
RGT,2017,-31749,856835,-878742
RH5,2017,4132,174211.6406,-161955.112
RH8,2017,12519,505797.25,-486822.203
RHA,2017,12348,455979,-432998
RHM,2017,41153,811087.25,-761284
RHQ,2017,8591,1077062,-1072470
RHU,2017,-33773,543069,-555307
RHW,2017,7734,412172,-388542
RJ1,2017,28492,1479038,-1412553
RJ2,2017,-57592,543854,-571742
RJ6,2017,-22151,293116,-308727
RJ7,2017,-53112,821085,-864100
RJ8,2017,5598,180778,-172942
RJC,2017,10183,289580,-273782
RJE,2017,-71325,696630,-736512
RJF,2017,-6488,202312,-211451.2
RJL,2017,-42196,346498,-380119
RJN,2017,-16189,152526,-166857
RJR,2017,1747,238156,-222912
RJZ,2017,-131976,1115799,-1222150.9
RK5,2017,-23578,304681,-276866
RK9,2017,3107,507781,-501203
RKB,2017,-18278,630651,-618103
RKE,2017,5435,323394,-310067.5
RKL,2017,12827,263126,-241638.284
RL1,2017,2353,107748,-104186
RL4,2017,4327,548538,-529386
RLN,2017,-188,363126,-388542.7763
RLQ,2017,-26158,188498,-214079
RLT,2017,-18982,143445,-160345
RLY,2017,3683,85079,-79372
RM1,2017,-23070,586668.5625,-575859.9457
RM2,2017,-5948,238572,-242654
RM3,2017,17999,729450,-724712.1206
RMC,2017,11801,334727,-326266
RMP,2017,-23726,212758,-230912
RMY,2017,1066,227210.9063,-222558
RN3,2017,-7682,348400,-340348.5
RN5,2017,-6769,389777,-389513
RN7,2017,-15757,253068,-256642
RNA,2017,-5765,352839,-346316
RNK,2017,2878,53094,-49706
RNL,2017,-40258,258872,-284603
RNN,2017,-1800,180157,-179635
RNQ,2017,-34175,228094,-260132
RNS,2017,-23339,304760,-329173
RNU,2017,-284,317837.6875,-317186.9004
RNZ,2017,-11354,221381,-228200
RP1,2017,5615,198907,-187077
RP4,2017,13626,490212,-456558.8
RP5,2017,-11962,387012.5,-394503.3723
RP6,2017,8184,221872.1563,-214339.7397
RP7,2017,3922,104023,-101203.603
RPA,2017,-61825,270704,-330318
RPC,2017,2906,69927.97656,-65495.29035
RPG,2017,4678,255639,-260095
RPY,2017,33648,428304.8438,-389357.8907
RQ3,2017,18294,429379,-411041
RQ6,2017,-26209,515893,-554573
RQ8,2017,-52926,308405,-350138
RQM,2017,25620,657917,-604895
RQW,2017,-28435,213231,-243473
RQX,2017,12296,320083,-304354.9944
RQY,2017,4254,166003.5781,-163370.91
RR1,2017,-53712,690779,-732529
RR7,2017,2254,264771.125,-254891.4444
RR8,2017,18880,1238267,-1252602
RRE,2017,8544,206566,-196291
RRF,2017,7853,310040,-304544
RRJ,2017,-4613,81978.5,-83615
RRK,2017,24329,857954,-828305
RRP,2017,33624,229478,-206398.8129
RRU,2017,5302,364598,-355193
RRV,2017,75991,1084882.75,-974676.576
RT1,2017,23609,224961,-216654
RT2,2017,-4185,267469,-266150
RT3,2017,74819,419943.3125,-398498.3184
RT5,2017,4675,274503,-259484
RTD,2017,9469,1046655,-1003700
RTE,2017,-33039,500399,-542196
RTF,2017,27830,528407,-517237
RTG,2017,-40747,543394.25,-568125.936
RTH,2017,-9371,1030209,-1002649
RTK,2017,17980,306549,-281520
RTP,2017,13646,315421,-296302
RTQ,2017,2215,119589,-130834
RTR,2017,-6180,604025,-594381.017
RTV,2017,2227,181388,-176846
RTX,2017,-64697,290785,-356107
RV3,2017,6308,489966.4375,-489961.8528
RV5,2017,4734,378598,-370144
RV9,2017,1399,118386,-112727
RVJ,2017,-15657,570925,-549173
RVN,2017,-10380,220555,-224100
RVR,2017,-13361,398560,-439731
RVV,2017,-20750,593160,-605392.48
RVW,2017,-27693,280211,-315914.325
RVY,2017,-33601,158277,-185545
RW1,2017,1802,309427,-309245
RW3,2017,4725,531509,-520517
RW4,2017,6958,276581,-272406.991
RW5,2017,4843,345940,-336368
RW6,2017,-32834,661928,-683132
RWA,2017,-7134,579846.5,-575051.1
RWD,2017,-81253,433161,-527203
RWE,2017,-36764,960790,-985601
RWF,2017,-10924,440269,-421213
RWG,2017,-42634,324772,-364253
RWH,2017,-25760,420968,-444300
RWJ,2017,-26209,286093,-304095.2482
RWK,2017,17101,390268.0938,-365586.1232
RWP,2017,-52981,400918,-437733.998
RWR,2017,9112,230309,-218128
RWV,2017,3844,153948.25,-147850
RWW,2017,-15010,234731,-246412
RWX,2017,4434,250632,-239942.5916
RWY,2017,-28428,360470.9063,-395952.634
RX1,2017,-2260,987499,-968584
RX2,2017,536,251466.2969,-245669.2543
RX3,2017,16761,350349,-366629
RX4,2017,9001,315510.375,-295792.3881
RX6,2017,180,125275,-125612
RX7,2017,5612,327731,-321954
RX8,2017,9304,269451,-257660
RX9,2017,8759,187853,-177079
RXA,2017,3250,163237.9219,-158126.757
RXC,2017,-54982,387934,-448947
RXE,2017,6172,163947,-155619
RXF,2017,-20297,505584,-510074
RXG,2017,4030,222880,-215451
RXH,2017,-55558,563450,-613137
RXK,2017,22365,494158,-469284
RXL,2017,5740,432122.0313,-423007
RXM,2017,5757,141119,-133302
RXN,2017,-37590,470930,-498937
RXP,2017,7126,474871,-460979
RXQ,2017,-2891,412424,-399807
RXR,2017,2983,495471,-506234
RXT,2017,5008,235332.9688,-218017.1574
RXV,2017,4009,293292,-280086.0972
RXW,2017,-17400,359041,-378637
RXX,2017,3885,193474,-212428
RXY,2017,-1224,181033.8125,-180928.1989
RY1,2017,703,97371,-96779
RY2,2017,-3550,151804,-154939.5325
RY3,2017,-1274,119791.4141,-118754.1395
RY4,2017,3350,142405,-137486
RY5,2017,4903,104457,-99681
RY6,2017,4655,149526,-144623
RY7,2017,3049,78364.49219,-76067.899
RY8,2017,8491,198841,-207101
RY9,2017,4068,71462,-66793
RYA,2017,4787,263913,-258213.001
RYC,2017,95,266929,-262567
RYD,2017,511,214128,-211197
RYE,2017,1329,215487,-215015
RYF,2017,18,233585,-231262
RYG,2017,4678,213700,-212677
RYJ,2017,3023,1160803,-1146852
RYK,2017,3377,69482,-65545
RYR,2017,7670,437295.375,-425335.0607
RYV,2017,3189,116540,-111742
RYW,2017,7691,277383,-266235
RYX,2017,6883,216614,-208273
RYY,2017,6538,221431,-214797
TAD,2017,3970,142646.4688,-136648.2692
TAF,2017,10898,150180,-141336
TAH,2017,10476,124495.5781,-116073.343
TAJ,2017,-2912,99641,-100729.6631
RF4,2018,-60334,550076.9336,-579437.167
RRP,2018,-182,224916,-222405
R1H,2018,-84243,1526645,-1603421
TAF,2018,6244,151910,-151735.9
RV3,2018,5326,508130.2847,-519911.8389
RYX,2018,9434,241667,-230792
RQM,2018,41374,713934,-688859
RJ6,2018,2071,318844,-349750
RWK,2018,13250,428704,-407628.0431
RVR,2018,-2225,434376,-476048.9014
RP4,2018,17720,520399,-482160
RJ1,2018,56045,1597124,-1537706
RQX,2018,17508,335509,-314558.8841
RY9,2018,3742,73853,-69006
RYJ,2018,29133,1212959,-1169891
RJZ,2018,-180086,1117060.499,-1253576
RAX,2018,23071,299317,-279585
RJ2,2018,-29794,574541,-588528
RRU,2018,7083,388978,-378154
R1K,2018,-19988,729022,-766137
RP6,2018,11422,235301.4,-227598.481
RAT,2018,8410,388717,-386157
RAP,2018,-2753,320723,-316931
RPG,2018,5933,269154,-260391
RT3,2018,-29756,396416.288,-411711.6666
RAL,2018,-67081,1041297,-1102613
RAN,2018,-13370,155126,-183993
RV5,2018,5903,406233,-404357
RQY,2018,25888,184264.93,-175302.92
RJ7,2018,-44632,844133,-879057.78
RNK,2018,2716,56322,-52993
RAS,2018,-25426,253771,-275789
RPY,2018,65615,468563.0624,-401142.2915
RKE,2018,28621,348646,-317863
RRV,2018,80506,1157748.775,-1087312.757
RKL,2018,11126,269548,-239369
RDD,2018,-31546,337420,-364743.6
RC1,2018,-13841,210489,-222426
RXT,2018,3694,247883.8809,-244544.3427
RYW,2018,6867,288654,-282519
RQ3,2018,21969,445362,-426657
TAJ,2018,4849,108502,-95032
RJF,2018,-9381,49000.95147,-57831.5
RGT,2018,-93955,876391.7906,-958629
RT1,2018,4100,224245,-217382
RYV,2018,3855,136645,-131115.5
RFS,2018,2404,254208.5745,-276754.1345
RYG,2018,4814,208722,-199398
RY8,2018,6175,193214,-184633
RXM,2018,3765,148635,-140140.4777
RYK,2018,3050,74340,-72764
RWH,2018,-12920,444903,-453445
RX9,2018,-2390,187144,-189066
RYC,2018,-2071,281740,-283028
RDE,2018,-7788,624320,-627561
R1L,2018,6621,318734,-305336.45
RLT,2018,-12596,155268,-167199
RY4,2018,4518,145746,-140661
RWR,2018,4370,235575,-229133
RGP,2018,-5379,200147.9248,-205625.4117
RNQ,2018,-26667,252170,-280533
RT5,2018,5639,278322,-267899
RY5,2018,4607,102217,-97529
RP7,2018,6409,114189.9992,-107991.0019
RC9,2018,23069,363964.619,-336357.0403
RQ8,2018,-61329,317164,-365703
RRE,2018,-1291,382039,-396902
RD8,2018,-6646,253381,-259908.6
RM1,2018,-60945,599493,-627971.3707
RMY,2018,2235,236792.6112,-232241.4967
RY3,2018,-7400,110701.6,-121145.3579
RLY,2018,3576,89112,-83898
RGN,2018,-48814,435913,-463007
RNS,2018,-14011,326571,-338879
RP1,2018,3665,216429,-208093
RX1,2018,-30936,1021952,-1045766
RHA,2018,10457,467479,-443173
RCX,2018,-35574,188610,-222666
RGM,2018,-10319,167542,-172655
RXK,2018,18365,655374,-487141
RK5,2018,-26776,318625,-314265.1637
R1D,2018,2492,80942,-78173
RJC,2018,19228,320935,-298847
RAJ,2018,-4458,333031,-335973.7
R1E,2018,-1861,35322,-36639
RNA,2018,-613,373279,-360712
RGQ,2018,-6562,80402,-86280
RQW,2018,-16174,236700,-251680
RL1,2018,3482,113490,-108200
RRJ,2018,-3652,87460,-90873
RL4,2018,3532,592975,-579390.342
RXW,2018,-18327,369186,-387050
RWD,2018,-88178,447492,-546418
RRK,2018,-30573,1613571,-1621490
RKB,2018,-27704,668046,-669694
RTG,2018,-63809,726096.064,-777316.9009
RWE,2018,-44879,992246,-1031913
RJE,2018,-63607,713838,-764617
RBK,2018,-27376,253034,-276533
RWG,2018,-49641,333367,-381024
RYA,2018,5392,276481,-271004.01
RGR,2018,-6145,244952,-254415
RWP,2018,-68297,411966,-472151
R1A,2018,4987,176553,-168993
RLQ,2018,-42030,186020,-220243
REM,2018,-29027,345759.343,-370392
RCF,2018,7446,185716,-181116
RBS,2018,50176,294014,-247790.096
RFF,2018,-1513,227330,-230438
RXL,2018,-9463,434015,-441268
RMC,2018,18318,350751,-341377
TAD,2018,2831,147392,-144342
RAE,2018,6908,411103.23,-418609.1774
RY2,2018,-7964,147331,-154756
RWY,2018,-43039,368760.92,-425125.586
RXA,2018,3374,171526,-171189
RLN,2018,-2842,364196,-362452
RJR,2018,-7910,238246,-249846
RXP,2018,829,487849,-486110
RNN,2018,-4979,160449,-165686
RP5,2018,4871,413725,-404254
RJN,2018,-14119,160269,-177126
RXR,2018,-3518,512439,-501837
RR7,2018,-13970,263176.114,-274384.458
RXV,2018,8283,319286,-308339.5539
RCD,2018,8238,249993,-239513
RWA,2018,25797,629192,-593178
RV9,2018,2679,130403,-129761
RW5,2018,975,352165,-359772
RXN,2018,-50444,484794,-524469
RGD,2018,35249,186143,-158402
RY6,2018,5661,155640,-149282
RBQ,2018,17343,156914.9864,-138890.3781
REP,2018,2314,119059,-115182
R0A,2018,75358,1709055,-1642518
RW4,2018,16255,392575,-375308
RBT,2018,1445,256496,-258795
RNL,2018,-29379,283704,-306567
RX6,2018,1950,134540,-132172
RVW,2018,-16237,291552,-304169.1
RX7,2018,5430,341787,-336636
RTV,2018,-2,186459,-187938
RJL,2018,-57501,354749,-408493
RX4,2018,7766,323632,-312935
RTF,2018,34360,553203,-543663
RT2,2018,1472,285837,-282919
RXE,2018,10440,164380,-151705
RM3,2018,16631,770941.5956,-753341.2134
RCU,2018,2895,194086,-194514.7912
TAH,2018,12104,127936,-114813
RHQ,2018,28386,1135341,-1129579.43
RTR,2018,15512,614031,-649430.1
RE9,2018,-1775,186984.8842,-187855
RXG,2018,3177,224781,-230959
RVY,2018,-28961,168112,-192666
RBN,2018,-82,402158,-390275
RWJ,2018,-30798,295877,-323455.0912
RMP,2018,-15633,225795,-236824
RX3,2018,102088,388346,-384205
RBV,2018,46501,336814.1889,-304086.497
REN,2018,7288,163620.145,-151921.849
RR8,2018,53842,1335847,-1258761
RXF,2018,-17774,527022,-534172
RTD,2018,25488,1088701,-1044271
RW6,2018,-65355,660458,-780829
RFR,2018,-19936,253539,-270238.3
RQ6,2018,-55537,601308,-623339
RET,2018,6045,130749,-122835.7921
RTX,2018,-69322,336247,-408919
RWW,2018,-14811,243237,-256387
RY7,2018,3723,83094.036,-80092.62484
RBL,2018,-33006,352946,-386763
RRF,2018,28178,343626,-307109
RCB,2018,4531,517602,-520435
RX8,2018,9250,281698,-272233
RTQ,2018,2510,125728,-120725
RTK,2018,45846,335576,-300638
RVN,2018,-1000,236618,-230478
RWX,2018,6082,256767,-244942.0033
RXH,2018,-50194,587139,-635161
RXQ,2018,-31153,416650,-433377
RJ8,2018,6083,186022,-177470
RN7,2018,-17030,266791,-267065
RWV,2018,7405,168850,-158267
RBD,2018,-5743,184819.51,-191079
RDY,2018,9643,265682,-254497
RVV,2018,-42071,606486.6936,-676125
RXC,2018,-44781,408783,-445974
RDU,2018,45577,714308.6,-663710
R1J,2018,5069,118651,-112530
RTE,2018,-29557,535428,-560922.4
RN3,2018,-974,335442,-320130.6271
RN5,2018,9872,423352,-410024
R1F,2018,-30102,175680,-202947
RXY,2018,2026,185085,-180256
RYY,2018,9015,223253,-214514
RWF,2018,20907,473169,-450488
RPA,2018,-29140,297951,-324247
RVJ,2018,-10483,607567,-573769
RBZ,2018,-16633,201225,-214937
RNU,2018,-6541,337906.66,-338419.3126
RTH,2018,38163,1073548,-1079933
RD3,2018,-10504,259876,-268329
RHU,2018,-37946,558702,-575691
RHW,2018,16305,435195.45,-411216
REF,2018,-3729,445376,-445933
RH8,2018,20286,534455.1131,-517198.2886
RA2,2018,38678,410312,-369263
RD1,2018,17197,355819,-333708
RNZ,2018,-3415,248010,-243848
R1C,2018,1577,193119,-189949
RH5,2018,6072,180688.8,-189302.86
RYE,2018,922,225990,-222927
RYD,2018,2456,228370,-226060
RYF,2018,-5967,239402,-242994.44
RW1,2018,-7015,315769,-319689
RXX,2018,26119,217504,-204017
RTP,2018,11594,336169,-319192
RDR,2018,6007,237051,-229707
RX2,2018,5767,271703.358,-259783.8784
RBA,2018,-10567,322506,-332211
RPC,2018,-5153,70648.074,-73265.066
RDZ,2018,28740,337495.264,-309834.075
RA9,2018,-2408,441046,-432577
RHM,2018,41387,882326,-836277
RA7,2018,30565,718532.6784,-677307
RK9,2018,-26686,510301,-527761
RYR,2018,29228,476958,-445044
RA3,2018,-16727,103284,-118150
RA4,2018,-18557,153771,-171852